filename,fold,target,category,esc10,src_file,take
bee_0_chunk20210721_113000_manualKCF_EBN_16bit.wav,4,1,bee,FALSE,bee_0_chunk20210721_113000_manualKCF_EBN_16bit.wav,A
bee_0_chunk20210721_134900_manualKCF_A11_16bit.wav,4,1,bee,FALSE,bee_0_chunk20210721_134900_manualKCF_A11_16bit.wav,A
bee_0_chunk20210721_144900_manualKCF_A11_16bit.wav,3,1,bee,FALSE,bee_0_chunk20210721_144900_manualKCF_A11_16bit.wav,A
bee_0_chunk20210721_153000_manualKCF_EBN_16bit.wav,4,1,bee,FALSE,bee_0_chunk20210721_153000_manualKCF_EBN_16bit.wav,A
bee_0_chunk20210721_163000_manualKCF_EBN_16bit.wav,3,1,bee,FALSE,bee_0_chunk20210721_163000_manualKCF_EBN_16bit.wav,A
bee_0_chunk20210722_113000_manualKCF_EBN_16bit.wav,5,1,bee,FALSE,bee_0_chunk20210722_113000_manualKCF_EBN_16bit.wav,A
bee_0_chunk20210722_123000_manualKCF_EBN_16bit.wav,2,1,bee,FALSE,bee_0_chunk20210722_123000_manualKCF_EBN_16bit.wav,A
bee_0_chunk20210722_135500_manualKCF_L68_16bit.wav,5,1,bee,FALSE,bee_0_chunk20210722_135500_manualKCF_L68_16bit.wav,A
bee_0_chunk20210723_163800_manualKCF_L68_16bit.wav,2,1,bee,FALSE,bee_0_chunk20210723_163800_manualKCF_L68_16bit.wav,A
bee_0_chunk20210724_123800_manualKCF_L68_16bit.wav,5,1,bee,FALSE,bee_0_chunk20210724_123800_manualKCF_L68_16bit.wav,A
bee_0_chunk20210726_151800_manualKCF_L68_16bit.wav,2,1,bee,FALSE,bee_0_chunk20210726_151800_manualKCF_L68_16bit.wav,A
bee_0_chunk20210726_153300_manualKCF_C9-16_16bit.wav,1,1,bee,FALSE,bee_0_chunk20210726_153300_manualKCF_C9-16_16bit.wav,A
bee_0_chunk20210727_100700_manualKCF_A11_16bit.wav,5,1,bee,FALSE,bee_0_chunk20210727_100700_manualKCF_A11_16bit.wav,A
bee_0_chunk20210805_100000_manualKCF_EBN_16bit.wav,2,1,bee,FALSE,bee_0_chunk20210805_100000_manualKCF_EBN_16bit.wav,A
bee_0_chunk20210805_114300_manualKCF_C9-16_16bit.wav,4,1,bee,FALSE,bee_0_chunk20210805_114300_manualKCF_C9-16_16bit.wav,A
bee_0_chunk20210805_134300_manualKCF_C9-16_16bit.wav,1,1,bee,FALSE,bee_0_chunk20210805_134300_manualKCF_C9-16_16bit.wav,A
bee_0_chunk20210805_144300_manualKCF_C9-16_16bit.wav,5,1,bee,FALSE,bee_0_chunk20210805_144300_manualKCF_C9-16_16bit.wav,A
bee_0_chunk20210805_161900_manualKCF_A11_16bit.wav,5,1,bee,FALSE,bee_0_chunk20210805_161900_manualKCF_A11_16bit.wav,A
bee_0_chunk20210805_171900_manualKCF_A11_16bit.wav,3,1,bee,FALSE,bee_0_chunk20210805_171900_manualKCF_A11_16bit.wav,A
bee_0_chunk20210805_174300_manualKCF_C9-16_16bit.wav,5,1,bee,FALSE,bee_0_chunk20210805_174300_manualKCF_C9-16_16bit.wav,A
bee_0_chunk20210806_144300_manualKCF_C9-16_16bit.wav,2,1,bee,FALSE,bee_0_chunk20210806_144300_manualKCF_C9-16_16bit.wav,A
bee_0_chunk20210806_164300_manualKCF_C9-16_16bit.wav,2,1,bee,FALSE,bee_0_chunk20210806_164300_manualKCF_C9-16_16bit.wav,A
bee_0_chunk20210807_122500_manualKCF_C9-16_16bit.wav,5,1,bee,FALSE,bee_0_chunk20210807_122500_manualKCF_C9-16_16bit.wav,A
bee_0_chunk20210807_152500_manualKCF_C9-16_16bit.wav,1,1,bee,FALSE,bee_0_chunk20210807_152500_manualKCF_C9-16_16bit.wav,A
bee_1_chunk20210721_103000_manualKCF_EBN_16bit.wav,2,1,bee,FALSE,bee_1_chunk20210721_103000_manualKCF_EBN_16bit.wav,A
bee_1_chunk20210721_134900_manualKCF_A11_16bit.wav,2,1,bee,FALSE,bee_1_chunk20210721_134900_manualKCF_A11_16bit.wav,A
