799.232000	800.448000	traffic
803.136000	804.128000	traffic
805.216000	806.144000	traffic
807.680000	809.152000	traffic
812.736000	813.024000	traffic
899.872000	900.640000	traffic
966.368000	966.592000	traffic
996.096000	996.928000	traffic
998.560000	999.520000	traffic
1094.176000	1095.008000	traffic
1188.736000	1189.600000	traffic
1286.496000	1287.584000	traffic
1289.920000	1290.688000	traffic
1332.384000	1332.928000	bee
1335.904000	1336.928000	bee
1338.016000	1338.464000	bee
1338.944000	1339.456000	bee
1340.320000	1341.120000	bee
1343.680000	1344.928000	bee
1355.904000	1356.640000	bee
1388.800000	1389.536000	traffic
1764.352000	1764.992000	traffic
1864.128000	1865.152000	traffic
1866.560000	1867.008000	traffic
1870.176000	1870.720000	traffic
1876.576000	1877.664000	traffic
1879.072000	1879.168000	traffic
1881.568000	1882.304000	traffic
1883.104000	1884.000000	traffic
1892.480000	1892.640000	traffic
1895.744000	1896.832000	traffic
1935.232000	1936.384000	traffic
1962.816000	1963.392000	traffic
1964.576000	1965.664000	traffic
1967.392000	1968.288000	traffic
1969.088000	1970.016000	traffic
1971.488000	1972.544000	traffic
1973.536000	1974.464000	traffic
1976.448000	1976.992000	traffic
1977.600000	1978.400000	traffic
1978.848000	1979.552000	traffic
1980.384000	1981.056000	traffic
1981.856000	1982.880000	traffic
1983.904000	1984.800000	traffic
1986.240000	1987.808000	traffic
1989.440000	1990.432000	traffic
1991.232000	1992.000000	traffic
1993.344000	1994.816000	traffic
1997.216000	1997.856000	traffic
1998.304000	1998.816000	traffic
1999.936000	2000.960000	traffic
2003.680000	2004.992000	traffic
2006.144000	2007.008000	traffic
2008.480000	2009.568000	traffic
2011.040000	2012.064000	traffic
2014.016000	2015.072000	traffic
2018.784000	2019.840000	traffic
2022.976000	2024.224000	traffic
2026.048000	2026.848000	traffic
2032.128000	2032.544000	traffic
2037.920000	2038.784000	traffic
2097.632000	2097.920000	traffic
2102.688000	2103.488000	traffic
2108.000000	2108.768000	traffic
2111.552000	2113.152000	traffic
2114.976000	2115.552000	traffic
2116.672000	2116.960000	traffic
2119.264000	2119.808000	traffic
2126.656000	2127.776000	traffic
2129.120000	2129.984000	traffic
2131.744000	2132.288000	traffic
2136.224000	2136.800000	traffic
2157.760000	2158.400000	traffic
2161.888000	2162.304000	traffic
2185.088000	2186.112000	traffic
2265.056000	2265.440000	traffic
2381.248000	2382.272000	traffic
2383.904000	2384.736000	traffic
2387.808000	2388.800000	traffic
2391.328000	2391.872000	traffic
2393.568000	2394.624000	traffic
2397.856000	2398.976000	traffic
2401.664000	2403.680000	traffic
2404.704000	2405.664000	traffic
2405.952000	2406.720000	traffic
2408.320000	2409.280000	traffic
2410.144000	2410.560000	traffic
2410.688000	2411.360000	traffic
2412.416000	2412.736000	traffic
2414.560000	2415.744000	traffic
2416.480000	2417.344000	traffic
2419.008000	2419.936000	traffic
2421.344000	2421.632000	traffic
2421.920000	2422.464000	traffic
2423.360000	2424.384000	traffic
2425.952000	2426.528000	traffic
2435.296000	2435.552000	traffic
2443.936000	2444.544000	traffic
2445.728000	2446.688000	traffic
2447.520000	2448.224000	traffic
2451.712000	2452.544000	traffic
2454.176000	2455.136000	traffic
2456.192000	2456.896000	traffic
2458.368000	2459.424000	traffic
